smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
OC[C@@H]1O[C@H](n2nnc3ccccc32)[C@H](O)[C@H](O)[C@@H]1O	ZINC000004306187	DGJIWQRFVGEAEV-KQSJRHEJSA-N	281.268	-1.596	0	50	CAAA	
C[C@H](O)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCO	ZINC000004317912	HVRPSSFFZQLMMV-LURJTMIESA-N	283.288	-1.792	0	50	CAAA	
C[C@@H](O)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCO	ZINC000004317913	HVRPSSFFZQLMMV-ZCFIWIBFSA-N	283.288	-1.792	0	50	CAAA	
C[C@H](O)Cn1c(NCCO)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004318071	FNTKPVCBAJZHEO-LURJTMIESA-N	283.288	-1.792	0	50	CAAA	
C[C@@H](O)Cn1c(NCCO)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004318072	FNTKPVCBAJZHEO-ZCFIWIBFSA-N	283.288	-1.792	0	50	CAAA	
C[C@@H](O)Cn1c(NC[C@H](C)O)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004318073	FEJFQZZMUZWKSO-NKWVEPMBSA-N	297.315	-1.403	0	50	CAAA	
C[C@@H](O)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1C[C@@H](C)O	ZINC000004318074	FEJFQZZMUZWKSO-RNFRBKRXSA-N	297.315	-1.403	0	50	CAAA	
C[C@H](O)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1C[C@H](C)O	ZINC000004318075	FEJFQZZMUZWKSO-BQBZGAKWSA-N	297.315	-1.403	0	50	CAAA	
C[C@@H](O)CNc1nc2c(c(=O)[nH]c(=O)n2C)n1C[C@H](C)O	ZINC000004318076	FEJFQZZMUZWKSO-RQJHMYQMSA-N	297.315	-1.403	0	50	CAAA	
C[C@H](O)Cn1c(N(C)C)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004318083	ZOQJUANUSGBSTE-LURJTMIESA-N	267.289	-1.130	0	50	CAAA	
C[C@@H](O)Cn1c(N(C)C)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004318084	ZOQJUANUSGBSTE-ZCFIWIBFSA-N	267.289	-1.130	0	50	CAAA	
CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	ZINC000004321512	NIDVTARKFBZMOT-PEBGCTIMSA-N	285.256	-2.187	0	50	CAAA	endogenous,in-man
O=C(O)[C@@H]1CS[C@@H]([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)N1	ZINC000004336675	JEPVUMTVFPQKQE-MZNFZHPNSA-N	283.302	-3.462	0	50	CAAA	
O=C(O)[C@@H]1CS[C@H]([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)N1	ZINC000004336676	JEPVUMTVFPQKQE-JMHNFOGYSA-N	283.302	-3.462	0	50	CAAA	
Cc1nnc(SCC(=O)N2CCOCC2)n(N)c1=O	ZINC000004337888	KDCNRWVHBGOHSS-UHFFFAOYSA-N	285.329	-1.389	0	50	CAAA	
O=S1(=O)C[C@@H](O)[C@H](NCCCN2CCOCC2)C1	ZINC000004340000	MRUSFGXEQJNQMH-GHMZBOCLSA-N	278.374	-1.544	0	50	CAAA	
O=S1(=O)C[C@H](NCCCN2CCOCC2)[C@H](O)C1	ZINC000004340004	MRUSFGXEQJNQMH-WDEREUQCSA-N	278.374	-1.544	0	50	CAAA	
O=C(O)[C@@H]1CS[C@H]([C@H](O)[C@@H](O)[C@H](O)CO)N1	ZINC000004342809	AGZXTDUDXXPCMJ-PJEQPVAWSA-N	253.276	-2.823	0	50	CAAA	
O=C(O)[C@@H]1CS[C@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO)N1	ZINC000004343218	JEPVUMTVFPQKQE-OKLSXTTOSA-N	283.302	-3.462	0	50	CAAA	
CCOC(=O)N[C@H]1CS(=O)(=O)C[C@@H]1NCC(=O)O	ZINC000004361921	CYEHGPOFDLEWQG-BQBZGAKWSA-N	280.302	-1.428	0	50	CAAA	
CCOC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1NCC(=O)O	ZINC000004361922	CYEHGPOFDLEWQG-RNFRBKRXSA-N	280.302	-1.428	0	50	CAAA	
CCOC(=O)N[C@H]1CS(=O)(=O)C[C@H]1NCC(=O)O	ZINC000004361926	CYEHGPOFDLEWQG-RQJHMYQMSA-N	280.302	-1.428	0	50	CAAA	
NC(=S)NN[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	ZINC000004371077	YMJWCYLPMHAALV-VFUOTHLCSA-N	253.280	-3.876	0	50	CAAA	
N=C1N[C@H]2[C@H](N1)N(C=O)[C@@H]1NC(=N)N[C@H]1N2C=O	ZINC000004416157	OFGLNUOVGCXFOI-FBXFSONDSA-N	252.238	-3.524	0	50	CAAA	
N=C1N[C@H]2[C@H](N1)N(C=O)[C@H]1NC(=N)N[C@@H]1N2C=O	ZINC000004416158	OFGLNUOVGCXFOI-KVTDHHQDSA-N	252.238	-3.524	0	50	CAAA	
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n(C)c1=O	ZINC000004428195	JCVDICFLPGDHAT-DJLDLDEBSA-N	256.258	-1.504	0	50	CAAA	in-vitro
O=c1[nH]c(O)ncc1S(=O)(=O)N1CCOCC1	ZINC000004480009	OUHIGFJRQFWEFP-UHFFFAOYSA-N	261.259	-1.504	0	50	CAAA	
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=S)[nH]1	ZINC000004501448	GJTBSTBJLVYKAU-XVFCMESISA-N	260.271	-1.483	0	50	CAAA	in-vitro,metabolite
c1nncn1N(CCc1nnn[nH]1)CCc1nnn[nH]1	ZINC000004501953	XMFCSUPGZWAVHZ-UHFFFAOYSA-N	276.268	-2.272	0	50	CAAA	
CCOC(=O)CNC(=O)C(=O)NCC(=O)OCC	ZINC000004506238	KVCMNAQEOWIYTH-UHFFFAOYSA-N	260.246	-1.655	0	50	CAAA	
CO[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1n1cnc2c1ncnc2N	ZINC000004517830	FPUGCISOLXNPPC-POYYFJLXSA-N	281.272	-1.326	0	50	CAAA	endogenous,in-man
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O	ZINC000004521256	OXHDYFKENBXUEM-UHFFFAOYSA-N	263.079	-1.357	0	50	CAAA	in-vitro
OCC(CO)(CO)NCCCNC(CO)(CO)CO	ZINC000004521259	HHKZCCWKTZRCCL-UHFFFAOYSA-N	282.337	-4.013	0	50	CAAA	in-vivo
CC(C)(C)OC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O	ZINC000004521265	CQWFSMWAGKKQJB-OKNNCHMLSA-N	279.289	-1.689	0	50	CAAA	
CC(C)(C)OC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	ZINC000004521266	CQWFSMWAGKKQJB-JGKVKWKGSA-N	279.289	-1.689	0	50	CAAA	
O=C(O)[C@@]1(O)C[C@H](O)[C@@H](O)[C@H]([C@H](O)[C@H](O)CO)O1	ZINC000004521632	CLRLHXKNIYJWAW-LSRLBZCKSA-N	268.218	-4.016	0	50	CAAA	in-vitro
C[C@H](O[C@@H]1[C@@H](N)[C@@H](O)O[C@H](CO)[C@H]1O)C(=O)O	ZINC000004521704	MSFSPUZXLOGKHJ-YOQZMRDMSA-N	251.235	-2.758	0	50	CAAA	
O=C(C(=O)N1CCC[C@H]1CO)N1CCC[C@H]1CO	ZINC000004525190	ICDYKMVHQOLHGK-UWVGGRQHSA-N	256.302	-1.047	0	50	CAAA	
O=C(O)[C@@H]1CC(=O)N(CCN2C[C@@H](C(=O)O)CC2=O)C1	ZINC000004529556	OGLQPNPPUWVJFV-OCAPTIKFSA-N	284.268	-1.147	0	50	CAAA	biogenic
O=C(O)[C@H]1CC(=O)N(CCN2C[C@@H](C(=O)O)CC2=O)C1	ZINC000004529557	OGLQPNPPUWVJFV-YUMQZZPRSA-N	284.268	-1.147	0	50	CAAA	biogenic
O=C(O)[C@@H]1CS[C@H]([C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)N1	ZINC000004530260	JEPVUMTVFPQKQE-GUHFPMLUSA-N	283.302	-3.462	0	50	CAAA	
O=C(O)[C@@H]1CS[C@H]([C@H](O)[C@H](O)[C@H](O)CO)N1	ZINC000004530264	AGZXTDUDXXPCMJ-CQOGJGKDSA-N	253.276	-2.823	0	50	CAAA	
O=C(Nc1ccccc1)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004530280	UKVPDYNUTQILLT-GWOFURMSSA-N	271.269	-1.939	0	50	CAAA	
Cc1ccc(NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO)cc1	ZINC000004530285	SUNPDEWXCKTZMA-DDHJBXDOSA-N	285.296	-1.631	0	50	CAAA	
N[C@H]1[C@H](OCc2ccccc2)O[C@@H](CO)[C@@H](O)[C@H]1O	ZINC000004531111	ZLTAXQWRKKWROR-CKIKVBCHSA-N	269.297	-1.031	0	50	CAAA	
O=c1[nH]cnc2c1cnn2[C@H]1O[C@@H](CO)[C@@H](O)[C@H]1O	ZINC000004531656	KFQUAMTWOJHPEJ-DHCFDGJBSA-N	268.229	-2.269	0	50	CAAA	
O=C(NCc1ccccc1)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004533060	DMWRWTMLTXLUSX-DDHJBXDOSA-N	285.296	-2.261	0	50	CAAA	
O=C(NCCc1ccccc1)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004533064	XVYXITQHMRDBBG-FDYHWXHSSA-N	299.323	-2.219	0	50	CAAA	
CCCCNC(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004533078	CRYAIAMXDBHCTJ-FNCVBFRFSA-N	251.279	-2.661	0	50	CAAA	
NCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)NCC(=O)O	ZINC000004533506	ADZGCWWDPFDHCY-SSDOTTSWSA-N	269.261	-2.404	0	50	CAAA	
Nc1nc2c([nH]c(=O)n2[C@@H]2C[C@H](O)[C@H](CO)O2)c(=O)[nH]1	ZINC000004533532	HCAJQHYUCKICQH-YUPRTTJUSA-N	283.244	-2.364	0	50	CAAA	
N[C@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	ZINC000004533738	CKAJHWFHHFSCDT-UHNVWZDZSA-N	262.218	-1.777	0	50	CAAA	endogenous,in-man
N[C@H](CC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O	ZINC000004533739	CKAJHWFHHFSCDT-RFZPGFLSSA-N	262.218	-1.777	0	50	CAAA	endogenous,in-man
N[C@@H](CC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O	ZINC000004533740	CKAJHWFHHFSCDT-CRCLSJGQSA-N	262.218	-1.777	0	50	CAAA	endogenous,in-man
COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](C)NC(C)=O	ZINC000004533925	FKSWBCPVKXRWMC-CSMHCCOUSA-N	287.316	-1.307	0	50	CAAA	
COC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(C)=O	ZINC000004533926	FKSWBCPVKXRWMC-RNJXMRFFSA-N	287.316	-1.307	0	50	CAAA	
COC(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(C)=O	ZINC000004533927	FKSWBCPVKXRWMC-PRJMDXOYSA-N	287.316	-1.307	0	50	CAAA	
CC(=O)Nc1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	ZINC000004534018	NIDVTARKFBZMOT-ZQNVIIHSSA-N	285.256	-2.187	0	50	CAAA	
CC(=O)Nc1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	ZINC000004534019	NIDVTARKFBZMOT-JZKKDOLYSA-N	285.256	-2.187	0	50	CAAA	
CC(=O)Nc1ccn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1	ZINC000004534020	NIDVTARKFBZMOT-NORCUCSASA-N	285.256	-2.187	0	50	CAAA	
CC(=O)Nc1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1	ZINC000004534021	NIDVTARKFBZMOT-QRYDPKPESA-N	285.256	-2.187	0	50	CAAA	
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)C[C@H]2O)c(=O)[nH]1	ZINC000004543942	OROIAVZITJBGSM-UDJQAZALSA-N	267.245	-1.658	0	50	CAAA	
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)C[C@@H]2O)c(=O)[nH]1	ZINC000004543946	OROIAVZITJBGSM-IKMPGZOFSA-N	267.245	-1.658	0	50	CAAA	
N[C@H](CCC(=O)NCCCC[C@H](N)C(=O)O)C(=O)O	ZINC000004545887	JPKNLFVGUZRHOB-JGVFFNPUSA-N	275.305	-1.123	0	50	CAAA	endogenous,in-vitro
N[C@H](CCCCNC(=O)CC[C@H](N)C(=O)O)C(=O)O	ZINC000004545888	JPKNLFVGUZRHOB-SFYZADRCSA-N	275.305	-1.123	0	50	CAAA	endogenous,in-vitro
N[C@H](CCCCNC(=O)CC[C@@H](N)C(=O)O)C(=O)O	ZINC000004545889	JPKNLFVGUZRHOB-HTQZYQBOSA-N	275.305	-1.123	0	50	CAAA	endogenous,in-vitro
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(=O)O	ZINC000004545910	PEZMQPADLFXCJJ-ZETCQYMHSA-N	286.288	-2.747	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@H](CO)O2)cc1CO	ZINC000004556485	IPAVKOYJGUMINP-FXQIFTODSA-N	258.230	-2.330	0	50	CAAA	
CO[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1n1ccc(N)nc1=O	ZINC000004556822	RFCQJGFZUQFYRF-HKVUECMASA-N	257.246	-1.909	0	50	CAAA	
CO[C@H]1[C@@H](O)[C@@H](n2ccc(=O)[nH]c2=O)O[C@H]1CO	ZINC000004556987	YKNATSNMFLEFRB-HKVUECMASA-N	258.230	-2.198	0	50	CAAA	
CC(=O)Nc1no[n+]([O-])c1C(=O)N1CCOCC1	ZINC000004576096	PKHMJHQMOFQEJW-UHFFFAOYSA-N	256.218	-1.261	0	50	CAAA	
OCCCC[C@H](O)[C@H](O)[C@](O)(CO)CCCCO	ZINC000004578411	ZZAOGONWTRLGHK-SDDRHHMPSA-N	266.334	-1.243	0	50	CAAA	
OCCCC[C@H](O)[C@@H](O)[C@](O)(CO)CCCCO	ZINC000004578416	ZZAOGONWTRLGHK-QJPTWQEYSA-N	266.334	-1.243	0	50	CAAA	
O=P(O)(O)OC[C@]1(O)OC[C@H](O)[C@H](O)[C@@H]1O	ZINC000004578915	HXRNACQBNUPKDX-BXKVDMCESA-N	260.135	-3.103	0	50	CAAA	
O=P(O)(O)OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	ZINC000004578917	HXRNACQBNUPKDX-FSIIMWSLSA-N	260.135	-3.103	0	50	CAAA	
O=C1N[C@@H](N2CCNC2=O)[C@H](N2CCNC2=O)N1	ZINC000004593525	ADEWVZJNYQYJTL-WDSKDSINSA-N	254.250	-1.998	0	50	CAAA	
O=C1N[C@H](N2CCNC2=O)[C@@H](N2CCNC2=O)N1	ZINC000004593526	ADEWVZJNYQYJTL-PHDIDXHHSA-N	254.250	-1.998	0	50	CAAA	
Cn1c2nc(NCCO)n(CC(N)=O)c2c(=O)n(C)c1=O	ZINC000004623792	GUBUXUDBKOWRKW-UHFFFAOYSA-N	296.287	-2.677	0	50	CAAA	
OCC(CO)(CO)NCC(O)CNC(CO)(CO)CO	ZINC000004672426	NXSOVGYODPFMLI-UHFFFAOYSA-N	298.336	-5.042	0	50	CAAA	
COc1cccc(N[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c1	ZINC000004708276	YTUTWOLZBGTQCH-CLPYTZEMSA-N	285.296	-1.093	0	50	CAAA	
COc1cccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c1	ZINC000004708277	YTUTWOLZBGTQCH-ZOLYEBIHSA-N	285.296	-1.093	0	50	CAAA	
COc1cccc(N[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1	ZINC000004708279	YTUTWOLZBGTQCH-QWQWKMKNSA-N	285.296	-1.093	0	50	CAAA	
COc1cccc(N[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c1	ZINC000004708281	YTUTWOLZBGTQCH-CKIKVBCHSA-N	285.296	-1.093	0	50	CAAA	
C=CC(=O)N[C@@]1(C)CS(=O)(=O)C[C@H]1S(=O)(=O)O	ZINC000004713872	WPCNEQNPBYEKHY-SVRRBLITSA-N	283.327	-1.268	0	50	CAAA	
C=CC(=O)N[C@]1(C)CS(=O)(=O)C[C@H]1S(=O)(=O)O	ZINC000004713873	WPCNEQNPBYEKHY-HTRCEHHLSA-N	283.327	-1.268	0	50	CAAA	
COc1cc(S(N)(=O)=O)c(OC)c(S(N)(=O)=O)c1	ZINC000004717669	WEPAYAPROHRLTF-UHFFFAOYSA-N	296.326	-1.001	0	50	CAAA	
CC(=O)NC(NC(C)=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004722407	NLEYMEWIUAFBTA-FNCVBFRFSA-N	280.277	-3.979	0	50	CAAA	
CC(=O)NC(NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004722408	NLEYMEWIUAFBTA-BGZDPUMWSA-N	280.277	-3.979	0	50	CAAA	
CC(=O)NC(NC(C)=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	ZINC000004722410	NLEYMEWIUAFBTA-LURQLKTLSA-N	280.277	-3.979	0	50	CAAA	
CC(=O)NC(NC(C)=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	ZINC000004722413	NLEYMEWIUAFBTA-HXFLIBJXSA-N	280.277	-3.979	0	50	CAAA	
NC(=O)C1CCN(CC(=O)N2CCC(C(N)=O)CC2)CC1	ZINC000004737119	KJGSSZVDRXXYGH-UHFFFAOYSA-N	296.371	-1.092	0	50	CAAA	
CN1CCN(c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)CC1	ZINC000004741451	RVWNWJSCUDKZBC-UHFFFAOYSA-N	278.316	-1.288	0	50	CAAA	
O=C(NC(CO)(CO)CO)C(=O)NC(CO)(CO)CO	ZINC000004759524	YNOSXWPEHJJEJB-UHFFFAOYSA-N	296.276	-5.350	0	50	CAAA	
NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CO	ZINC000004760569	UAUGDEYUYGSDKN-VHSXEESVSA-N	251.286	-1.481	0	50	CAAA	
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)O	ZINC000004760989	KEULKIZRPKJGIH-YFKPBYRVSA-N	260.250	-3.233	0	50	CAAA	
CSCC[C@H](N[C@@H]1CS(=O)(=O)C[C@@H]1O)C(=O)O	ZINC000004772823	RVYROZPGBCVYJK-RNJXMRFFSA-N	283.371	-1.060	0	50	CAAA	
CSCC[C@@H](N[C@@H]1CS(=O)(=O)C[C@@H]1O)C(=O)O	ZINC000004772824	RVYROZPGBCVYJK-PRJMDXOYSA-N	283.371	-1.060	0	50	CAAA	
CSCC[C@H](N[C@H]1CS(=O)(=O)C[C@@H]1O)C(=O)O	ZINC000004772825	RVYROZPGBCVYJK-FXQIFTODSA-N	283.371	-1.060	0	50	CAAA	
CSCC[C@@H](N[C@H]1CS(=O)(=O)C[C@@H]1O)C(=O)O	ZINC000004772826	RVYROZPGBCVYJK-CSMHCCOUSA-N	283.371	-1.060	0	50	CAAA	
CN(CCO)c1nc2c(n1C)n(C)c(=O)n(C)c2=O	ZINC000004783935	QKADZAXCSWVQKB-UHFFFAOYSA-N	267.289	-1.601	0	50	CAAA	biogenic,in-vitro
CC(=O)N[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O)[C@H]1NC(C)=O	ZINC000004787862	OWBWAAATLIDQLH-FHNUBNKASA-N	262.262	-2.934	0	50	CAAA	
CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@H]1NC(C)=O	ZINC000004787865	OWBWAAATLIDQLH-SQQIUAQRSA-N	262.262	-2.934	0	50	CAAA	
COC(=O)CS(=O)(=O)[C@@H]1CCS(=O)(=O)C1	ZINC000004795831	BXIOUILWECCHQC-ZCFIWIBFSA-N	256.301	-1.239	0	50	CAAA	
COC(=O)CS(=O)(=O)[C@H]1CCS(=O)(=O)C1	ZINC000004795834	BXIOUILWECCHQC-LURJTMIESA-N	256.301	-1.239	0	50	CAAA	
O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)cc1O	ZINC000004808154	QXDXBKZJFLRLCM-FJDLHZNMSA-N	260.202	-3.146	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)cc1O	ZINC000004808155	QXDXBKZJFLRLCM-LENIQADQSA-N	260.202	-3.146	0	50	CAAA	
O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)cc1O	ZINC000004808156	QXDXBKZJFLRLCM-GCJQMDKQSA-N	260.202	-3.146	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)cc1O	ZINC000004808157	QXDXBKZJFLRLCM-SKHQTKALSA-N	260.202	-3.146	0	50	CAAA	
O=C(O)CN(CC(=O)O)C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000004825391	NNJYRENMDXLMEC-FTEGDLIOSA-N	297.260	-4.107	0	50	CAAA	
O=S(=O)(CCO)CCCCS(=O)(=O)CCO	ZINC000004831694	PTPKLKBKOPEXQC-UHFFFAOYSA-N	274.360	-1.419	0	50	CAAA	
C[C@@H](NC(=O)NCCNC(=O)N[C@@H](C)C(=O)O)C(=O)O	ZINC000004834851	RDVISZKVVPEWHR-OLQVQODUSA-N	290.276	-1.469	0	50	CAAA	
C[C@@H](NC(=O)NCCNC(=O)N[C@H](C)C(=O)O)C(=O)O	ZINC000004834855	RDVISZKVVPEWHR-PHDIDXHHSA-N	290.276	-1.469	0	50	CAAA	
O=C(O)c1ccccc1NC1(O)C(=O)NC(=O)NC1=O	ZINC000004863232	SVXDJYOKGUOPEY-UHFFFAOYSA-N	279.208	-1.149	0	50	CAAA	
O=C(O)/C=C/C(=O)N1CCN(C(=O)/C=C/C(=O)O)CC1	ZINC000004866352	HOIDOFIZVWXXMG-ZPUQHVIOSA-N	282.252	-1.061	0	50	CAAA	
Nc1nc2c(ncn2[C@@H]2C[C@H](O)[C@H](CO)O2)c(N)n1	ZINC000004877169	NOLHIMIFXOBLFF-ZLUOBGJFSA-N	266.261	-1.369	0	50	CAAA	
NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c1N	ZINC000004877289	RTRQQBHATOEIAF-PXMDKTAGSA-N	258.234	-2.824	0	50	CAAA	in-vitro
NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c1N	ZINC000004877291	RTRQQBHATOEIAF-HAVMAKPUSA-N	258.234	-2.824	0	50	CAAA	in-vitro
NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c1N	ZINC000004877292	RTRQQBHATOEIAF-HFXAWCPLSA-N	258.234	-2.824	0	50	CAAA	in-vitro
NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c1N	ZINC000004877294	RTRQQBHATOEIAF-FULWYAMNSA-N	258.234	-2.824	0	50	CAAA	in-vitro
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(N)=O	ZINC000004899446	NOOJLZTTWSNHOX-UWVGGRQHSA-N	284.360	-1.129	0	50	CAAA	endogenous,in-man
CC(C)C[C@@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(N)=O	ZINC000004899523	NOOJLZTTWSNHOX-VHSXEESVSA-N	284.360	-1.129	0	50	CAAA	
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1CO	ZINC000004899717	CHYMARRIVIIBNV-UWVGGRQHSA-N	250.254	-1.090	0	50	CAAA	
C[C@H](O)Cn1c(NCCCO)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004911643	UEFBONORXDLOLJ-ZETCQYMHSA-N	297.315	-1.402	0	50	CAAA	
C[C@@H](O)Cn1c(NCCCO)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004911647	UEFBONORXDLOLJ-SSDOTTSWSA-N	297.315	-1.402	0	50	CAAA	
Nc1nc2c(nc(N)[nH]c2=O)n1[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O	ZINC000004916515	FNXPTCITVCRFRK-VCAJRUBLSA-N	298.259	-3.105	0	50	CAAA	in-vitro
Nc1nc2c(nc(N)[nH]c2=O)n1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	ZINC000004916522	FNXPTCITVCRFRK-AJFJRRQVSA-N	298.259	-3.105	0	50	CAAA	in-vitro
Cn1c(N2CCNCC2)nc2c1c(=O)[nH]c(=O)n2C	ZINC000004949930	IZOLASKAALAMBS-UHFFFAOYSA-N	264.289	-1.630	0	50	CAAA	
O=C1NC(=O)C(CCCC2C(=O)NC(=O)NC2=O)C(=O)N1	ZINC000004951339	MLLQUGWNLWNYCJ-UHFFFAOYSA-N	296.239	-1.879	0	50	CAAA	
CC[C@@H](C)[C@H](NC(=O)[C@@H](C)NC(=O)CN)C(N)=O	ZINC000004992604	KIBBSDIBHULULV-BHNWBGBOSA-N	258.322	-1.534	0	50	CAAA	
CC[C@H](C)[C@H](NC(=O)[C@@H](C)NC(=O)CN)C(N)=O	ZINC000004992605	KIBBSDIBHULULV-OOZYFLPDSA-N	258.322	-1.534	0	50	CAAA	
CC[C@@H](C)[C@@H](NC(=O)[C@@H](C)NC(=O)CN)C(N)=O	ZINC000004992606	KIBBSDIBHULULV-ZXFLCMHBSA-N	258.322	-1.534	0	50	CAAA	
CC[C@H](C)[C@@H](NC(=O)[C@@H](C)NC(=O)CN)C(N)=O	ZINC000004992607	KIBBSDIBHULULV-LKEWCRSYSA-N	258.322	-1.534	0	50	CAAA	
O=C(O)CNC(=O)CN1C(=O)N[C@H]2NC(=O)N[C@@H]21	ZINC000004992697	CXCKOTGRTPLISC-PHDIDXHHSA-N	257.206	-2.823	0	50	CAAA	
O=C(O)CNC(=O)CN1C(=O)N[C@H]2NC(=O)N[C@H]21	ZINC000004992698	CXCKOTGRTPLISC-RITPCOANSA-N	257.206	-2.823	0	50	CAAA	
O=c1cn[nH]c(N2CCN(c3nc(=O)cn[nH]3)CC2)n1	ZINC000005009558	AQPDPODFDRGOFV-UHFFFAOYSA-N	276.260	-2.030	0	50	CAAA	
CCCN1C[C@@](O)([C@@H](O)[C@H](O)[C@H](O)CO)SC1=S	ZINC000005018707	SJAKLSXXQWGQEG-ODXREFDESA-N	297.398	-1.506	0	50	CAAA	
CC1(C)C[C@]2(CCO1)NNC(=O)[C@@H]1C(=O)NNC(=O)[C@@H]12	ZINC000005024942	UHHCYTWNOWQKGX-KJNMHVQDSA-N	282.300	-1.658	0	50	CAAA	
