smiles	zinc_id	inchikey	mwt	logp	reactive	purchasable	tranche_name	features
Cn1c2ccc(S(N)(=O)=O)cc2c(=O)n(C)c1=O	ZINC000001428815	SPVAPRPWSANMJL-UHFFFAOYSA-N	269.282	-1.115	0	50	CAAA	
Cn1nnc(NC(=O)CSc2nnnn2C)n1	ZINC000001441751	DMXPTYGGMCGSPI-UHFFFAOYSA-N	255.267	-1.536	0	50	CAAA	
O=Cc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1	ZINC000001462568	OLZAGZCCJJBKNZ-WJTVCTBASA-N	284.264	-1.322	0	50	CAAA	biogenic
O=c1[nH]c(=O)n([C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1F	ZINC000001486429	IXJSKGVGPNZCGA-MNCSTQPFSA-N	262.193	-2.713	0	50	CAAA	
O=c1[nH]c(=O)n([C@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)cc1F	ZINC000001486430	IXJSKGVGPNZCGA-NRFSWKIWSA-N	262.193	-2.713	0	50	CAAA	
Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)n(C)c1=O	ZINC000001510793	JCVDICFLPGDHAT-VGMNWLOBSA-N	256.258	-1.504	0	50	CAAA	
Cc1cn([C@@H]2C[C@H](O)[C@H](CO)O2)c(=O)n(C)c1=O	ZINC000001510797	JCVDICFLPGDHAT-CIUDSAMLSA-N	256.258	-1.504	0	50	CAAA	
N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	ZINC000001529201	KOSRFJWDECSPRO-WDSKDSINSA-N	276.245	-1.387	0	50	CAAA	endogenous,in-man
O=c1[nH]c(O)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O	ZINC000001529281	UBORTCNDUKBEOP-GIMIYPNGSA-N	284.228	-2.563	0	50	CAAA	biogenic
N=C(NCCC[C@H](N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O	ZINC000001529646	KDZOASGQNOPSCU-WDSKDSINSA-N	290.276	-1.780	0	50	CAAA	endogenous,in-man
O=P(O)(O)OC[C@]1(O)OC[C@H](O)[C@H](O)[C@H]1O	ZINC000001530084	HXRNACQBNUPKDX-AZGQCCRYSA-N	260.135	-3.103	0	50	CAAA	
N=C(NCCC[C@H](N)C(=O)O)NP(=O)(O)O	ZINC000001530092	CCTIOCVIZPCTGO-BYPYZUCNSA-N	254.183	-1.615	0	50	CAAA	endogenous,in-man
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1	ZINC000001530600	VWFCHDSQECPREK-LURJTMIESA-N	279.189	-1.662	0	50	CAAA	fda
Nc1nc2c(ncn2CCOCP(=O)(O)O)c(=O)[nH]1	ZINC000001532183	NZVORGQIEFTOQZ-UHFFFAOYSA-N	289.188	-1.146	0	50	CAAA	investigational
COC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(C)=O	ZINC000001532218	FKSWBCPVKXRWMC-FXQIFTODSA-N	287.316	-1.307	0	50	CAAA	in-vitro
O=P(O)(O)OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	ZINC000001532533	NBSCHQHZLSJFNQ-QYESYBIKSA-N	260.135	-3.104	0	50	CAAA	in-vivo
O=P(O)(O)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000001532536	HXXFSFRBOHSIMQ-MDMQIMBFSA-N	260.135	-3.104	0	50	CAAA	in-vitro
O=P(O)(O)O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000001532537	HXXFSFRBOHSIMQ-QYESYBIKSA-N	260.135	-3.104	0	50	CAAA	in-vitro
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O	ZINC000001532623	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	276.134	-3.376	0	50	CAAA	endogenous,in-man
Nc1nc2c(ncn2[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)c(=O)[nH]1	ZINC000001532637	NYHBQMYGNKIUIF-GIMIYPNGSA-N	283.244	-2.687	0	50	CAAA	
Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	ZINC000001550030	NYHBQMYGNKIUIF-UUOKFMHZSA-N	283.244	-2.687	0	50	CAAA	endogenous,investigational
O=c1[nH]c(O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	ZINC000001561970	UBORTCNDUKBEOP-UUOKFMHZSA-N	284.228	-2.563	0	50	CAAA	endogenous,in-man
O=C(O)CNC(=O)CNC(=O)CNC(=O)c1ccccc1	ZINC000001569735	CYQZRSVDAIOAIY-UHFFFAOYSA-N	293.279	-1.267	0	50	CAAA	
Nc1nc(=O)[nH]c2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1	ZINC000001572132	SWFIFWZFCNRPBN-KVQBGUIXSA-N	267.245	-1.658	0	50	CAAA	in-vitro
COC(=O)CS(=O)(=O)CS(=O)(=O)CC(=O)OC	ZINC000001572180	ILDRESNKPLFXAU-UHFFFAOYSA-N	288.299	-1.881	0	50	CAAA	
O=C(O)CCC(=O)NCCNC(=O)CCC(=O)O	ZINC000001572706	LMGPYVMSTVLFIS-UHFFFAOYSA-N	260.246	-1.052	0	50	CAAA	
NCC(=O)N1CCC[C@@H]1C(=O)NCC(=O)NCC(=O)O	ZINC000001575523	PEZMQPADLFXCJJ-SSDOTTSWSA-N	286.288	-2.747	0	50	CAAA	
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O	ZINC000001576022	IGOYNRWLWHWAQO-JTQLQIEISA-N	279.296	-1.127	0	50	CAAA	
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O	ZINC000001576027	HQSKKSLNLSTONK-JTQLQIEISA-N	295.295	-1.421	0	50	CAAA	
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	ZINC000001576190	INLIXXRWNUKVCF-JTQLQIEISA-N	295.295	-1.421	0	50	CAAA	in-vitro
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O	ZINC000001576191	PDAWDNVHMUKWJR-ZETCQYMHSA-N	269.261	-2.404	0	50	CAAA	
N[C@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O	ZINC000001576485	KOSRFJWDECSPRO-RITPCOANSA-N	276.245	-1.387	0	50	CAAA	endogenous,in-man
N[C@@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O	ZINC000001576486	KOSRFJWDECSPRO-NTSWFWBYSA-N	276.245	-1.387	0	50	CAAA	endogenous,in-man
N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)O)C(=O)O	ZINC000001576487	KOSRFJWDECSPRO-PHDIDXHHSA-N	276.245	-1.387	0	50	CAAA	endogenous,in-man
COC(=O)c1cc(=O)nc2n1[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O2	ZINC000001578944	GHWRPIWERNQUAK-YYNOVJQHSA-N	284.224	-1.959	0	50	CAAA	
O=c1nc(NC2CC2)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	ZINC000001582233	UTWMGUDBBDLFSP-QCNRFFRDSA-N	283.284	-1.571	0	50	CAAA	
NC(=O)c1cc(C(N)=O)c(C(N)=O)cc1C(N)=O	ZINC000001609918	FGLFAMLQSRIUFO-UHFFFAOYSA-N	250.214	-1.918	0	50	CAAA	
O=S(=O)(O)C[C@H](O)CNC(CO)(CO)CO	ZINC000001611595	RZQXOGQSPBYUKH-ZCFIWIBFSA-N	259.280	-3.460	0	50	CAAA	in-vitro
O=[N+]([O-])N1[C@@H]2OC3O[C@@H]2N([N+](=O)[O-])[C@@H]2OC3O[C@@H]21	ZINC000001628987	XXEQEMFCUFXLME-WOCYNCLHSA-N	262.134	-1.949	0	50	CAAA	
OCCCC[C@H](O)[C@@H](O)[C@@](O)(CO)CCCCO	ZINC000001631209	ZZAOGONWTRLGHK-TUAOUCFPSA-N	266.334	-1.243	0	50	CAAA	
NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O	ZINC000001635603	KAJAOGBVWCYGHZ-JTQLQIEISA-N	279.296	-1.127	0	50	CAAA	in-vitro
Cc1cc(S(N)(=O)=O)c(N)c(S(N)(=O)=O)c1	ZINC000001635780	DKPNGWJTAYHSCY-UHFFFAOYSA-N	265.316	-1.128	0	50	CAAA	
NC(=O)[C@]12C(=O)NC(=O)[C@@]1(C(=O)O)C21CCCC1	ZINC000001638524	PTDYRQXSLSDVQL-GHMZBOCLSA-N	252.226	-1.241	0	50	CAAA	
NC(=O)[C@@]12C(=O)NC(=O)[C@]1(C(=O)O)C21CCCC1	ZINC000001638525	PTDYRQXSLSDVQL-QWRGUYRKSA-N	252.226	-1.241	0	50	CAAA	
Cn1cnc2c1c(=O)n(CCNCCO)c(=O)n2C	ZINC000001646905	GCBYEJFGRAZNDG-UHFFFAOYSA-N	267.289	-1.984	0	50	CAAA	biogenic
CC(=O)CC(=O)NCCNCCNC(=O)CC(C)=O	ZINC000001648944	ZGAOBXSIFOSTBN-UHFFFAOYSA-N	271.317	-1.233	0	50	CAAA	
Cn1c(NCCO)nc2c1c(=O)n(C)c(=O)n2C	ZINC000001664632	AWJFREKYPJBFBG-UHFFFAOYSA-N	253.262	-1.625	0	50	CAAA	biogenic
O=S(=O)(O)[C@H](O)CCC[C@@H](O)S(=O)(=O)O	ZINC000001666227	YVGZCLMIVQGEPB-WHFBIAKZSA-N	264.277	-1.431	0	50	CAAA	
O=S(=O)(O)[C@@H](O)CCC[C@@H](O)S(=O)(=O)O	ZINC000001666228	YVGZCLMIVQGEPB-SYDPRGILSA-N	264.277	-1.431	0	50	CAAA	
O=S(=O)(O)[C@@H](O)CCC[C@H](O)S(=O)(=O)O	ZINC000001666230	YVGZCLMIVQGEPB-RFZPGFLSSA-N	264.277	-1.431	0	50	CAAA	
OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)c1nc2ccccc2[nH]1	ZINC000001666614	LBMJXDRTHCOBGU-MMWGEVLESA-N	268.269	-1.329	0	50	CAAA	biogenic
O=C1N(CO)C2C(N1CO)N(CO)C(=O)N2CO	ZINC000001666711	UUGLSEIATNSHRI-UHFFFAOYSA-N	262.222	-3.087	0	50	CAAA	
Nc1ncnc2c1ncn2[C@]1(CO)O[C@H](CO)[C@@H](O)[C@H]1O	ZINC000001672137	BNZYRKVSCLSXSJ-IOSLPCCCSA-N	297.271	-2.834	0	50	CAAA	in-vitro
O=C(O)CC[C@@H](C(=O)O)N(CC(=O)O)CC(=O)O	ZINC000001675176	VCVKIIDXVWEWSZ-YFKPBYRVSA-N	263.202	-1.224	0	50	CAAA	
O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1	ZINC000001683673	IWDDXZKCDHOOSF-UHFFFAOYSA-N	286.156	-4.819	0	50	CAAA	
NC(=O)CCP(=O)(CCC(N)=O)CCC(N)=O	ZINC000001688613	RTPJQJWHYUSMRD-UHFFFAOYSA-N	263.234	-1.024	0	50	CAAA	
OCC(CO)(CO)COCC(CO)(CO)CO	ZINC000001693058	TXBCBTDQIULDIA-UHFFFAOYSA-N	254.279	-3.070	0	50	CAAA	
COc1nc(N)nc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	ZINC000001693850	IXOXBSCIXZEQEQ-KMPDEGCQSA-N	297.271	-1.971	0	50	CAAA	in-man
Nc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O	ZINC000001698590	YBTWWWIJBCCYNR-UAKXSSHOSA-N	259.218	-3.270	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1O	ZINC000001707733	QXDXBKZJFLRLCM-UAKXSSHOSA-N	260.202	-3.146	0	50	CAAA	
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO	ZINC000001718500	BPXVHIRIPLPOPT-UHFFFAOYSA-N	261.234	-3.851	0	50	CAAA	
O=C(O)CCn1c(=O)[nH]c(=O)n(CCC(=O)O)c1=O	ZINC000001718508	JCUMQTAAEUDUPK-UHFFFAOYSA-N	273.201	-2.352	0	50	CAAA	
O=c1c(=O)n(CCO)n(CCO)c(=O)n1CCO	ZINC000001722126	HAGBJMXDJGJUPD-UHFFFAOYSA-N	261.234	-3.851	0	50	CAAA	
NC(=O)CNC(=O)CN1C(=O)c2ccccc2C1=O	ZINC000001726604	KQXDPAZRHNALFS-UHFFFAOYSA-N	261.237	-1.116	0	50	CAAA	
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Cl	ZINC000001728740	LDCUBKKZHSYQTJ-UAKXSSHOSA-N	278.648	-2.199	0	50	CAAA	
N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O	ZINC000001731772	FYYSIASRLDJUNP-WHFBIAKZSA-N	262.218	-1.777	0	50	CAAA	endogenous,in-man
COC(=O)C(C(=O)OC)C(C(=O)OC)C(=O)OC	ZINC000001733609	YFBFTGJJUOXWIC-UHFFFAOYSA-N	262.214	-1.089	0	50	CAAA	
CN(C[C@H](O)CN1CCOCC1)S(=O)(=O)O	ZINC000001762688	RYYCEBOKDVATQN-QMMMGPOBSA-N	254.308	-1.586	0	50	CAAA	
CN(C[C@@H](O)CN1CCOCC1)S(=O)(=O)O	ZINC000001762690	RYYCEBOKDVATQN-MRVPVSSYSA-N	254.308	-1.586	0	50	CAAA	
O=S1(=O)C[C@H](O)[C@@H](NCCCN2CCOCC2)C1	ZINC000001771822	MRUSFGXEQJNQMH-QWRGUYRKSA-N	278.374	-1.544	0	50	CAAA	
O=S1(=O)C[C@H](O)[C@H](NCCCN2CCOCC2)C1	ZINC000001771823	MRUSFGXEQJNQMH-MNOVXSKESA-N	278.374	-1.544	0	50	CAAA	
O=c1[nH]cc(CSc2n[nH]c(=O)[nH]c2=O)c(=O)[nH]1	ZINC000001782246	MIFWYOPTRUPKRR-UHFFFAOYSA-N	269.242	-1.873	0	50	CAAA	
Cc1n[nH]c(=O)nc1NCCNc1nc(=O)[nH]nc1C	ZINC000001810731	LBKAKIKAJVINJA-UHFFFAOYSA-N	278.276	-1.216	0	50	CAAA	
O=C(O)C[C@@H](Nc1nc2nc[nH]c2c(=O)[nH]1)C(=O)O	ZINC000001848603	AUXMMPSVSKICMP-GSVOUGTGSA-N	267.201	-1.014	0	50	CAAA	
O=C(NCO)N(CO)[C@H]1C(=O)N(CO)C(=O)N1CO	ZINC000001850155	SOROIESOUPGGFO-RXMQYKEDSA-N	278.221	-3.613	0	50	CAAA	world
O=C(NCO)N(CO)[C@@H]1C(=O)N(CO)C(=O)N1CO	ZINC000001850156	SOROIESOUPGGFO-YFKPBYRVSA-N	278.221	-3.613	0	50	CAAA	world
Nc1nonc1-c1no[n+]([O-])c1-c1nonc1N	ZINC000001860195	QWYCOYVXFGGHNW-UHFFFAOYSA-N	252.150	-1.428	0	50	CAAA	
Cn1cnc2c1c(=O)n(CCNCCCO)c(=O)n2C	ZINC000001867630	FUSQYYGEIKTQFC-UHFFFAOYSA-N	281.316	-1.594	0	50	CAAA	
Cn1c2nc(NCCO)n(CCO)c2c(=O)[nH]c1=O	ZINC000001876281	NVIKCFPMGSTSCP-UHFFFAOYSA-N	269.261	-2.180	0	50	CAAA	
CC(C)(CO)[C@@H](O)C(=O)NCC(C)(C)[C@H](O)C(=O)O	ZINC000001882721	HDNFTNXKXFLLNU-JGVFFNPUSA-N	277.317	-1.046	0	50	CAAA	biogenic
CC(C)(CO)[C@H](O)C(=O)NCC(C)(C)[C@H](O)C(=O)O	ZINC000001882723	HDNFTNXKXFLLNU-HTQZYQBOSA-N	277.317	-1.046	0	50	CAAA	biogenic
CC(C)(CO)[C@@H](O)C(=O)NCC(C)(C)[C@@H](O)C(=O)O	ZINC000001882725	HDNFTNXKXFLLNU-YUMQZZPRSA-N	277.317	-1.046	0	50	CAAA	biogenic
CC(C)(CNC(=O)[C@@H](O)C(C)(C)CO)[C@@H](O)C(=O)O	ZINC000001882727	HDNFTNXKXFLLNU-SFYZADRCSA-N	277.317	-1.046	0	50	CAAA	biogenic
Nc1nccc[n+]1CC(P(=O)(O)O)P(=O)(O)O	ZINC000001893819	AMZNJJFWEKASTC-UHFFFAOYSA-O	284.125	-1.367	0	50	CAAA	
CN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O	ZINC000001914403	UGEPSJNLORCRBO-UHFFFAOYSA-N	263.123	-1.060	0	50	CAAA	in-man
CN1C(=O)N(C)[C@@H](NNC(N)=S)[C@@H]1NNC(N)=S	ZINC000001956637	AEINPRRQVGRUME-QWWZWVQMSA-N	292.394	-2.689	0	50	CAAA	
CN1C(=O)N(C)[C@H](NNC(N)=S)[C@H]1NNC(N)=S	ZINC000001956638	AEINPRRQVGRUME-IMJSIDKUSA-N	292.394	-2.689	0	50	CAAA	
Nc1ncn(C[C@H](O)CO)c2nc(NCCO)nc1-2	ZINC000002029048	GAOIUEXQMLMVIB-LURJTMIESA-N	268.277	-1.883	0	50	CAAA	biogenic
Nc1ncn(C[C@@H](O)CO)c2nc(NCCO)nc1-2	ZINC000002029050	GAOIUEXQMLMVIB-ZCFIWIBFSA-N	268.277	-1.883	0	50	CAAA	biogenic
Nc1ncnc2c1ncn2C[C@@H](O)[C@@H](O)C(=O)O	ZINC000002047002	LIEMBEWXEZJEEZ-INEUFUBQSA-N	253.218	-1.785	0	50	CAAA	endogenous,in-man
Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O	ZINC000002047403	OIRDTQYFTABQOQ-HUEBKHCJSA-N	267.245	-1.980	0	50	CAAA	
CC(C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O	ZINC000002047887	IBIDRSSEHFLGSD-YUMQZZPRSA-N	273.337	-1.198	0	50	CAAA	endogenous,in-man
COc1nc(OC)nc(-n2cnc(S(N)(=O)=O)n2)n1	ZINC000002054173	HGNDQFWQXAMXNH-UHFFFAOYSA-N	287.261	-1.883	0	50	CAAA	
COCCNC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C	ZINC000002063426	MVULRFVJJHKTMJ-UHFFFAOYSA-N	295.299	-1.804	0	50	CAAA	biogenic
Nc1nonc1C1=NOC(c2nonc2N)=NO1	ZINC000002075448	KDKCQOGAMSFYGS-UHFFFAOYSA-N	252.150	-1.313	0	50	CAAA	
COC(=O)C[C@]1(C(=O)OC)N=C(O)C(N)=C1C(=O)OC	ZINC000002094958	YNDFRBLTBWUFNT-NSHDSACASA-N	286.240	-1.183	0	50	CAAA	biogenic
O=c1[nH]c(O)nc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O	ZINC000002130720	UBORTCNDUKBEOP-HFXAWCPLSA-N	284.228	-2.563	0	50	CAAA	biogenic,in-vitro
OCc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1	ZINC000002149734	PUQSUZTXKPLAPR-WJTVCTBASA-N	286.280	-1.642	0	50	CAAA	
NS(=O)(=O)c1ccc2nc(O)c3n[nH]c(=O)n3c2c1	ZINC000002150471	XVGZETIXBPBKPO-UHFFFAOYSA-N	281.253	-1.076	0	50	CAAA	
NCC(=O)NCC(=O)N[C@H](Cc1ccccc1)C(=O)O	ZINC000002165167	KAJAOGBVWCYGHZ-SNVBAGLBSA-N	279.296	-1.127	0	50	CAAA	
CC(CO)(CO)NC(=O)C(=O)NC(C)(CO)CO	ZINC000002167956	ZKPWDGHRHMPZKJ-UHFFFAOYSA-N	264.278	-3.295	0	50	CAAA	
O=S(=O)(O)C[C@@H](O)CNC(CO)(CO)CO	ZINC000002168313	RZQXOGQSPBYUKH-LURJTMIESA-N	259.280	-3.460	0	50	CAAA	in-vitro
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	ZINC000002169830	OIRDTQYFTABQOQ-KQYNXXCUSA-N	267.245	-1.980	0	50	CAAA	endogenous,fda
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)O	ZINC000002170022	NAXPHWZXEXNDIW-JTQLQIEISA-N	279.296	-1.127	0	50	CAAA	in-vitro
OCCOc1nc(OCCO)nc(OCCO)n1	ZINC000002187132	SQCQIDASMGZZPQ-UHFFFAOYSA-N	261.234	-2.015	0	50	CAAA	
COCCNCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C	ZINC000002196464	IPENRVVYESSALP-UHFFFAOYSA-N	267.289	-1.304	0	50	CAAA	
Cn1c(NNC(N)=S)nc2c1c(=O)n(C)c(=O)n2C	ZINC000002206425	WIHVIBOVVAXOSY-UHFFFAOYSA-N	283.317	-1.869	0	50	CAAA	
NC(=O)Cn1nc(-c2nonc2N)nc1-c1nonc1N	ZINC000002220936	DMODDGWWLXDCGA-UHFFFAOYSA-N	292.219	-1.972	0	50	CAAA	
CN(C[C@H](O)COCCN1CCOCC1)S(=O)(=O)O	ZINC000002240037	AWCIABSGJZMBRM-JTQLQIEISA-N	298.361	-1.569	0	50	CAAA	
CN(C[C@@H](O)COCCN1CCOCC1)S(=O)(=O)O	ZINC000002240038	AWCIABSGJZMBRM-SNVBAGLBSA-N	298.361	-1.569	0	50	CAAA	
N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O	ZINC000002242694	OWQDWQKWSLFFFR-WDSKDSINSA-N	276.245	-1.387	0	50	CAAA	endogenous,in-man
CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O	ZINC000002242696	DRYOODAJROGPQO-ACZMJKKPSA-N	273.289	-1.395	0	50	CAAA	
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO	ZINC000002243060	UAUGDEYUYGSDKN-UWVGGRQHSA-N	251.286	-1.481	0	50	CAAA	
COCCn1c(NCCO)nc2c1c(=O)[nH]c(=O)n2C	ZINC000002272736	PVBSMYNGKNOSFD-UHFFFAOYSA-N	283.288	-1.526	0	50	CAAA	
COC(=O)C[C@@H]1C(C(=O)OC)=[N+]([O-])O[C@@H]1C(=O)OC	ZINC000002273152	GLOFMBBVFAZVSU-XRGYYRRGSA-N	275.213	-1.223	0	50	CAAA	
COC(=O)C[C@H]1C(C(=O)OC)=[N+]([O-])O[C@@H]1C(=O)OC	ZINC000002273153	GLOFMBBVFAZVSU-XNCJUZBTSA-N	275.213	-1.223	0	50	CAAA	
COC(=O)C[C@@H]1C(C(=O)OC)=[N+]([O-])O[C@H]1C(=O)OC	ZINC000002273154	GLOFMBBVFAZVSU-SVGQVSJJSA-N	275.213	-1.223	0	50	CAAA	
COC(=O)C[C@H]1C(C(=O)OC)=[N+]([O-])O[C@H]1C(=O)OC	ZINC000002273155	GLOFMBBVFAZVSU-YLWLKBPMSA-N	275.213	-1.223	0	50	CAAA	
CC1(C)NC(=O)N(C[C@H](O)CN2C(=O)CCC2=O)C1=O	ZINC000002289354	FJWUUYSNFMKTMG-SSDOTTSWSA-N	283.284	-1.173	0	50	CAAA	
CC1(C)NC(=O)N(C[C@@H](O)CN2C(=O)CCC2=O)C1=O	ZINC000002289355	FJWUUYSNFMKTMG-ZETCQYMHSA-N	283.284	-1.173	0	50	CAAA	
NC(=O)c1nonc1NCNc1nonc1C(N)=O	ZINC000002290941	UAIBXTUUGZSZCS-UHFFFAOYSA-N	268.193	-1.868	0	50	CAAA	
C[C@H](NC(=O)NCCNC(=O)N[C@@H](C)C(=O)O)C(=O)O	ZINC000002292959	RDVISZKVVPEWHR-WDSKDSINSA-N	290.276	-1.469	0	50	CAAA	
O=S(=O)(O)CCc1cccc[n+]1C[C@H](O)CO	ZINC000002296062	IVNHTARZVHWHJL-JTQLQIEISA-O	262.307	-1.242	0	50	CAAA	
O=S(=O)(O)CCc1cccc[n+]1C[C@@H](O)CO	ZINC000002296063	IVNHTARZVHWHJL-SNVBAGLBSA-O	262.307	-1.242	0	50	CAAA	
CN1CCN(C(=O)C(=O)N2CCN(C)CC2)CC1	ZINC000002312436	VNSSOUAJGZGYBT-UHFFFAOYSA-N	254.334	-1.466	0	50	CAAA	
C=CC(=O)N[C@]1(C)CS(=O)(=O)C[C@@H]1S(=O)(=O)O	ZINC000002314758	WPCNEQNPBYEKHY-POYBYMJQSA-N	283.327	-1.268	0	50	CAAA	
C=CC(=O)N[C@@]1(C)CS(=O)(=O)C[C@@H]1S(=O)(=O)O	ZINC000002314759	WPCNEQNPBYEKHY-XPUUQOCRSA-N	283.327	-1.268	0	50	CAAA	
CSCC[C@H](N[C@@H]1CS(=O)(=O)C[C@H]1O)C(=O)O	ZINC000002317184	RVYROZPGBCVYJK-XLPZGREQSA-N	283.371	-1.060	0	50	CAAA	
O=C(O)CNC(=O)Cn1c(=O)[nH]c2ccccc2c1=O	ZINC000002327805	VNIUUVNIJHKGOA-UHFFFAOYSA-N	277.236	-1.109	0	50	CAAA	
O=C(O)CNC(=O)Cn1nnc2ccccc2c1=O	ZINC000002340400	PPZSRNLLHXLNCA-UHFFFAOYSA-N	262.225	-1.008	0	50	CAAA	
OCCN1CCOCCN(CCO)CCOCC1	ZINC000002366042	QWDHRJHPWFVIEC-UHFFFAOYSA-N	262.350	-1.378	0	50	CAAA	
N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O	ZINC000002384836	SIFXMYAHXJGAFC-WDSKDSINSA-N	289.292	-2.379	0	50	CAAA	endogenous,in-man
CC(C)C[C@H](NC(=O)[C@H]1CCCN1)C(=O)NCC(N)=O	ZINC000002384937	NOOJLZTTWSNHOX-ZJUUUORDSA-N	284.360	-1.129	0	50	CAAA	
Nc1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1	ZINC000002389535	ZARKEMJKQOXOSQ-GPTQDWHKSA-N	285.252	-1.460	0	50	CAAA	
Cn1c(NCC(=O)O)nc2c1c(=O)[nH]c(=O)n2C	ZINC000002390408	YMMCIZSRBDSKSJ-UHFFFAOYSA-N	253.218	-1.543	0	50	CAAA	
NCCCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O	ZINC000002390919	UGTZHPSKYRIGRJ-YUMQZZPRSA-N	275.305	-1.123	0	50	CAAA	endogenous,in-man
NC(=O)CC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O	ZINC000002390999	JBFYFLXEJFQWMU-WDSKDSINSA-N	275.261	-1.987	0	50	CAAA	endogenous,in-man
Cn1c2nc(NCCCO)n(CCO)c2c(=O)[nH]c1=O	ZINC000002408003	COSVRLCKXCBFHE-UHFFFAOYSA-N	283.288	-1.790	0	50	CAAA	biogenic
COCCCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCO	ZINC000002408625	CKZYQOZPIRBWGE-UHFFFAOYSA-N	297.315	-1.136	0	50	CAAA	
Cn1c2c(c(=O)n(C)c1=O)[C@@](O)(C(F)(F)F)C(=O)N2	ZINC000002415209	HWFILEBEQNLRCQ-QMMMGPOBSA-N	279.174	-1.214	0	50	CAAA	
Cn1c2c(c(=O)n(C)c1=O)[C@](O)(C(F)(F)F)C(=O)N2	ZINC000002415210	HWFILEBEQNLRCQ-MRVPVSSYSA-N	279.174	-1.214	0	50	CAAA	
